time,deviceId,battery,connected,active,signalQuality,signalNoise,heartbeatStaleness,willFailSoon
936.10,6,0.0000,0,0,90.6346,9.3654,871.0000,0
936.10,7,0.0000,0,0,95.6429,4.3571,871.0000,0
936.10,8,98.5000,0,0,95.0000,5.0000,936.1000,0
936.10,9,0.0000,0,0,93.3314,6.6686,871.0000,0
937.10,0,0.0000,0,0,96.2625,3.7375,872.0000,0
937.10,1,37.0000,0,0,99.2181,0.7819,897.0000,0
937.10,2,0.0000,0,0,88.6991,11.3009,872.0000,0
937.10,3,80.5000,0,0,88.5062,11.4938,926.0000,0
937.10,4,0.0000,0,0,92.9794,7.0206,872.0000,0
937.10,5,68.5000,0,0,97.0714,2.9286,918.0000,0
937.10,6,0.0000,0,0,90.6346,9.3654,872.0000,0
937.10,7,0.0000,0,0,95.6429,4.3571,872.0000,0
937.10,8,98.5000,0,0,95.0000,5.0000,937.1000,0
937.10,9,0.0000,0,0,93.3314,6.6686,872.0000,0
938.10,0,0.0000,0,0,96.2625,3.7375,873.0000,0
938.10,1,37.0000,0,0,99.2181,0.7819,898.0000,0
938.10,2,0.0000,0,0,88.6991,11.3009,873.0000,0
938.10,3,80.5000,0,0,88.5062,11.4938,927.0000,0
938.10,4,0.0000,0,0,92.9794,7.0206,873.0000,0
938.10,5,68.5000,0,0,97.0714,2.9286,919.0000,0
938.10,6,0.0000,0,0,90.6346,9.3654,873.0000,0
938.10,7,0.0000,0,0,95.6429,4.3571,873.0000,0
938.10,8,98.5000,0,0,95.0000,5.0000,938.1000,0
938.10,9,0.0000,0,0,93.3314,6.6686,873.0000,0
939.10,0,0.0000,0,0,96.2625,3.7375,874.0000,0
939.10,1,37.0000,0,0,99.2181,0.7819,899.0000,0
939.10,2,0.0000,0,0,88.6991,11.3009,874.0000,0
939.10,3,80.5000,0,0,88.5062,11.4938,928.0000,0
939.10,4,0.0000,0,0,92.9794,7.0206,874.0000,0
939.10,5,68.5000,0,0,97.0714,2.9286,920.0000,0
939.10,6,0.0000,0,0,90.6346,9.3654,874.0000,0
939.10,7,0.0000,0,0,95.6429,4.3571,874.0000,0
939.10,8,98.5000,0,0,95.0000,5.0000,939.1000,0
939.10,9,0.0000,0,0,93.3314,6.6686,874.0000,0
940.10,0,0.0000,0,0,96.2625,3.7375,875.0000,0
940.10,1,37.0000,0,0,99.2181,0.7819,900.0000,0
940.10,2,0.0000,0,0,88.6991,11.3009,875.0000,0
940.10,3,80.5000,0,0,88.5062,11.4938,929.0000,0
940.10,4,0.0000,0,0,92.9794,7.0206,875.0000,0
940.10,5,68.5000,0,0,97.0714,2.9286,921.0000,0
940.10,6,0.0000,0,0,90.6346,9.3654,875.0000,0
940.10,7,0.0000,0,0,95.6429,4.3571,875.0000,0
940.10,8,98.5000,0,0,95.0000,5.0000,940.1000,0
940.10,9,0.0000,0,0,93.3314,6.6686,875.0000,0
941.10,0,0.0000,0,0,96.2625,3.7375,876.0000,0
941.10,1,37.0000,0,0,99.2181,0.7819,901.0000,0
941.10,2,0.0000,0,0,88.6991,11.3009,876.0000,0
941.10,3,80.5000,0,0,88.5062,11.4938,930.0000,0
941.10,4,0.0000,0,0,92.9794,7.0206,876.0000,0
941.10,5,68.5000,0,0,97.0714,2.9286,922.0000,0
941.10,6,0.0000,0,0,90.6346,9.3654,876.0000,0
941.10,7,0.0000,0,0,95.6429,4.3571,876.0000,0
941.10,8,98.5000,0,0,95.0000,5.0000,941.1000,0
941.10,9,0.0000,0,0,93.3314,6.6686,876.0000,0
942.10,0,0.0000,0,0,96.2625,3.7375,877.0000,0
942.10,1,37.0000,0,0,99.2181,0.7819,902.0000,0
942.10,2,0.0000,0,0,88.6991,11.3009,877.0000,0
942.10,3,80.5000,0,0,88.5062,11.4938,931.0000,0
942.10,4,0.0000,0,0,92.9794,7.0206,877.0000,0
942.10,5,68.5000,0,0,97.0714,2.9286,923.0000,0
942.10,6,0.0000,0,0,90.6346,9.3654,877.0000,0
942.10,7,0.0000,0,0,95.6429,4.3571,877.0000,0
942.10,8,98.5000,0,0,95.0000,5.0000,942.1000,0
942.10,9,0.0000,0,0,93.3314,6.6686,877.0000,0
943.10,0,0.0000,0,0,96.2625,3.7375,878.0000,0
943.10,1,37.0000,0,0,99.2181,0.7819,903.0000,0
943.10,2,0.0000,0,0,88.6991,11.3009,878.0000,0
943.10,3,80.5000,0,0,88.5062,11.4938,932.0000,0
943.10,4,0.0000,0,0,92.9794,7.0206,878.0000,0
943.10,5,68.5000,0,0,97.0714,2.9286,924.0000,0
943.10,6,0.0000,0,0,90.6346,9.3654,878.0000,0
943.10,7,0.0000,0,0,95.6429,4.3571,878.0000,0
943.10,8,98.5000,0,0,95.0000,5.0000,943.1000,0
943.10,9,0.0000,0,0,93.3314,6.6686,878.0000,0
944.10,0,0.0000,0,0,96.2625,3.7375,879.0000,0
944.10,1,37.0000,0,0,99.2181,0.7819,904.0000,0
944.10,2,0.0000,0,0,88.6991,11.3009,879.0000,0
944.10,3,80.5000,0,0,88.5062,11.4938,933.0000,0
944.10,4,0.0000,0,0,92.9794,7.0206,879.0000,0
944.10,5,68.5000,0,0,97.0714,2.9286,925.0000,0
944.10,6,0.0000,0,0,90.6346,9.3654,879.0000,0
944.10,7,0.0000,0,0,95.6429,4.3571,879.0000,0
944.10,8,98.5000,0,0,95.0000,5.0000,944.1000,0
944.10,9,0.0000,0,0,93.3314,6.6686,879.0000,0
945.10,0,0.0000,0,0,96.2625,3.7375,880.0000,0
945.10,1,37.0000,0,0,99.2181,0.7819,905.0000,0
945.10,2,0.0000,0,0,88.6991,11.3009,880.0000,0
945.10,3,80.5000,0,0,88.5062,11.4938,934.0000,0
945.10,4,0.0000,0,0,92.9794,7.0206,880.0000,0
945.10,5,68.5000,0,0,97.0714,2.9286,926.0000,0
945.10,6,0.0000,0,0,90.6346,9.3654,880.0000,0
945.10,7,0.0000,0,0,95.6429,4.3571,880.0000,0
945.10,8,98.5000,0,0,95.0000,5.0000,945.1000,0
945.10,9,0.0000,0,0,93.3314,6.6686,880.0000,0
946.10,0,0.0000,0,0,96.2625,3.7375,881.0000,0
946.10,1,37.0000,0,0,99.2181,0.7819,906.0000,0
946.10,2,0.0000,0,0,88.6991,11.3009,881.0000,0
946.10,3,80.5000,0,0,88.5062,11.4938,935.0000,0
946.10,4,0.0000,0,0,92.9794,7.0206,881.0000,0
946.10,5,68.5000,0,0,97.0714,2.9286,927.0000,0
946.10,6,0.0000,0,0,90.6346,9.3654,881.0000,0
946.10,7,0.0000,0,0,95.6429,4.3571,881.0000,0
946.10,8,98.5000,0,0,95.0000,5.0000,946.1000,0
946.10,9,0.0000,0,0,93.3314,6.6686,881.0000,0
947.10,0,0.0000,0,0,96.2625,3.7375,882.0000,0
947.10,1,37.0000,0,0,99.2181,0.7819,907.0000,0
947.10,2,0.0000,0,0,88.6991,11.3009,882.0000,0
947.10,3,80.5000,0,0,88.5062,11.4938,936.0000,0
947.10,4,0.0000,0,0,92.9794,7.0206,882.0000,0
947.10,5,68.5000,0,0,97.0714,2.9286,928.0000,0
947.10,6,0.0000,0,0,90.6346,9.3654,882.0000,0
947.10,7,0.0000,0,0,95.6429,4.3571,882.0000,0
947.10,8,98.5000,0,0,95.0000,5.0000,947.1000,0
947.10,9,0.0000,0,0,93.3314,6.6686,882.0000,0
948.10,0,0.0000,0,0,96.2625,3.7375,883.0000,0
948.10,1,37.0000,0,0,99.2181,0.7819,908.0000,0
948.10,2,0.0000,0,0,88.6991,11.3009,883.0000,0
948.10,3,80.5000,0,0,88.5062,11.4938,937.0000,0
948.10,4,0.0000,0,0,92.9794,7.0206,883.0000,0
948.10,5,68.5000,0,0,97.0714,2.9286,929.0000,0
948.10,6,0.0000,0,0,90.6346,9.3654,883.0000,0
948.10,7,0.0000,0,0,95.6429,4.3571,883.0000,0
948.10,8,98.5000,0,0,95.0000,5.0000,948.1000,0
948.10,9,0.0000,0,0,93.3314,6.6686,883.0000,0
949.10,0,0.0000,0,0,96.2625,3.7375,884.0000,0
949.10,1,37.0000,0,0,99.2181,0.7819,909.0000,0
949.10,2,0.0000,0,0,88.6991,11.3009,884.0000,0
949.10,3,80.5000,0,0,88.5062,11.4938,938.0000,0
949.10,4,0.0000,0,0,92.9794,7.0206,884.0000,0
949.10,5,68.5000,0,0,97.0714,2.9286,930.0000,0
949.10,6,0.0000,0,0,90.6346,9.3654,884.0000,0
949.10,7,0.0000,0,0,95.6429,4.3571,884.0000,0
949.10,8,98.5000,0,0,95.0000,5.0000,949.1000,0
949.10,9,0.0000,0,0,93.3314,6.6686,884.0000,0
950.10,0,0.0000,0,0,96.2625,3.7375,885.0000,0
950.10,1,37.0000,0,0,99.2181,0.7819,910.0000,0
950.10,2,0.0000,0,0,88.6991,11.3009,885.0000,0
950.10,3,80.5000,0,0,88.5062,11.4938,939.0000,0
950.10,4,0.0000,0,0,92.9794,7.0206,885.0000,0
950.10,5,68.5000,0,0,97.0714,2.9286,931.0000,0
950.10,6,0.0000,0,0,90.6346,9.3654,885.0000,0
950.10,7,0.0000,0,0,95.6429,4.3571,885.0000,0
950.10,8,98.5000,0,0,95.0000,5.0000,950.1000,0
950.10,9,0.0000,0,0,93.3314,6.6686,885.0000,0
951.10,0,0.0000,0,0,96.2625,3.7375,886.0000,0
951.10,1,37.0000,0,0,99.2181,0.7819,911.0000,0
951.10,2,0.0000,0,0,88.6991,11.3009,886.0000,0
951.10,3,80.5000,0,0,88.5062,11.4938,940.0000,0
951.10,4,0.0000,0,0,92.9794,7.0206,886.0000,0
951.10,5,68.5000,0,0,97.0714,2.9286,932.0000,0
951.10,6,0.0000,0,0,90.6346,9.3654,886.0000,0
951.10,7,0.0000,0,0,95.6429,4.3571,886.0000,0
951.10,8,98.5000,0,0,95.0000,5.0000,951.1000,0
951.10,9,0.0000,0,0,93.3314,6.6686,886.0000,0
952.10,0,0.0000,0,0,96.2625,3.7375,887.0000,0
952.10,1,37.0000,0,0,99.2181,0.7819,912.0000,0
952.10,2,0.0000,0,0,88.6991,11.3009,887.0000,0
952.10,3,80.5000,0,0,88.5062,11.4938,941.0000,0
952.10,4,0.0000,0,0,92.9794,7.0206,887.0000,0
952.10,5,68.5000,0,0,97.0714,2.9286,933.0000,0
952.10,6,0.0000,0,0,90.6346,9.3654,887.0000,0
952.10,7,0.0000,0,0,95.6429,4.3571,887.0000,0
952.10,8,98.5000,0,0,95.0000,5.0000,952.1000,0
952.10,9,0.0000,0,0,93.3314,6.6686,887.0000,0
953.10,0,0.0000,0,0,96.2625,3.7375,888.0000,0
953.10,1,37.0000,0,0,99.2181,0.7819,913.0000,0
953.10,2,0.0000,0,0,88.6991,11.3009,888.0000,0
953.10,3,80.5000,0,0,88.5062,11.4938,942.0000,0
953.10,4,0.0000,0,0,92.9794,7.0206,888.0000,0
953.10,5,68.5000,0,0,97.0714,2.9286,934.0000,0
953.10,6,0.0000,0,0,90.6346,9.3654,888.0000,0
953.10,7,0.0000,0,0,95.6429,4.3571,888.0000,0
953.10,8,98.5000,0,0,95.0000,5.0000,953.1000,0
953.10,9,0.0000,0,0,93.3314,6.6686,888.0000,0
954.10,0,0.0000,0,0,96.2625,3.7375,889.0000,0
954.10,1,37.0000,0,0,99.2181,0.7819,914.0000,0
954.10,2,0.0000,0,0,88.6991,11.3009,889.0000,0
954.10,3,80.5000,0,0,88.5062,11.4938,943.0000,0
954.10,4,0.0000,0,0,92.9794,7.0206,889.0000,0
954.10,5,68.5000,0,0,97.0714,2.9286,935.0000,0
954.10,6,0.0000,0,0,90.6346,9.3654,889.0000,0
954.10,7,0.0000,0,0,95.6429,4.3571,889.0000,0
954.10,8,98.5000,0,0,95.0000,5.0000,954.1000,0
954.10,9,0.0000,0,0,93.3314,6.6686,889.0000,0
955.10,0,0.0000,0,0,96.2625,3.7375,890.0000,0
955.10,1,37.0000,0,0,99.2181,0.7819,915.0000,0
955.10,2,0.0000,0,0,88.6991,11.3009,890.0000,0
955.10,3,80.5000,0,0,88.5062,11.4938,944.0000,0
955.10,4,0.0000,0,0,92.9794,7.0206,890.0000,0
955.10,5,68.5000,0,0,97.0714,2.9286,936.0000,0
955.10,6,0.0000,0,0,90.6346,9.3654,890.0000,0
955.10,7,0.0000,0,0,95.6429,4.3571,890.0000,0
955.10,8,98.5000,0,0,95.0000,5.0000,955.1000,0
955.10,9,0.0000,0,0,93.3314,6.6686,890.0000,0
956.10,0,0.0000,0,0,96.2625,3.7375,891.0000,0
956.10,1,37.0000,0,0,99.2181,0.7819,916.0000,0
956.10,2,0.0000,0,0,88.6991,11.3009,891.0000,0
956.10,3,80.5000,0,0,88.5062,11.4938,945.0000,0
956.10,4,0.0000,0,0,92.9794,7.0206,891.0000,0
956.10,5,68.5000,0,0,97.0714,2.9286,937.0000,0
956.10,6,0.0000,0,0,90.6346,9.3654,891.0000,0
956.10,7,0.0000,0,0,95.6429,4.3571,891.0000,0
956.10,8,98.5000,0,0,95.0000,5.0000,956.1000,0
956.10,9,0.0000,0,0,93.3314,6.6686,891.0000,0
957.10,0,0.0000,0,0,96.2625,3.7375,892.0000,0
957.10,1,37.0000,0,0,99.2181,0.7819,917.0000,0
957.10,2,0.0000,0,0,88.6991,11.3009,892.0000,0
957.10,3,80.5000,0,0,88.5062,11.4938,946.0000,0
957.10,4,0.0000,0,0,92.9794,7.0206,892.0000,0
957.10,5,68.5000,0,0,97.0714,2.9286,938.0000,0
957.10,6,0.0000,0,0,90.6346,9.3654,892.0000,0
957.10,7,0.0000,0,0,95.6429,4.3571,892.0000,0
957.10,8,98.5000,0,0,95.0000,5.0000,957.1000,0
957.10,9,0.0000,0,0,93.3314,6.6686,892.0000,0
958.10,0,0.0000,0,0,96.2625,3.7375,893.0000,0
958.10,1,37.0000,0,0,99.2181,0.7819,918.0000,0
958.10,2,0.0000,0,0,88.6991,11.3009,893.0000,0
958.10,3,80.5000,0,0,88.5062,11.4938,947.0000,0
958.10,4,0.0000,0,0,92.9794,7.0206,893.0000,0
958.10,5,68.5000,0,0,97.0714,2.9286,939.0000,0
958.10,6,0.0000,0,0,90.6346,9.3654,893.0000,0
958.10,7,0.0000,0,0,95.6429,4.3571,893.0000,0
958.10,8,98.5000,0,0,95.0000,5.0000,958.1000,0
958.10,9,0.0000,0,0,93.3314,6.6686,893.0000,0
959.10,0,0.0000,0,0,96.2625,3.7375,894.0000,0
959.10,1,37.0000,0,0,99.2181,0.7819,919.0000,0
959.10,2,0.0000,0,0,88.6991,11.3009,894.0000,0
959.10,3,80.5000,0,0,88.5062,11.4938,948.0000,0
959.10,4,0.0000,0,0,92.9794,7.0206,894.0000,0
959.10,5,68.5000,0,0,97.0714,2.9286,940.0000,0
959.10,6,0.0000,0,0,90.6346,9.3654,894.0000,0
959.10,7,0.0000,0,0,95.6429,4.3571,894.0000,0
959.10,8,98.5000,0,0,95.0000,5.0000,959.1000,0
959.10,9,0.0000,0,0,93.3314,6.6686,894.0000,0
960.10,0,0.0000,0,0,96.2625,3.7375,895.0000,0
960.10,1,37.0000,0,0,99.2181,0.7819,920.0000,0
960.10,2,0.0000,0,0,88.6991,11.3009,895.0000,0
960.10,3,80.5000,0,0,88.5062,11.4938,949.0000,0
960.10,4,0.0000,0,0,92.9794,7.0206,895.0000,0
960.10,5,68.5000,0,0,97.0714,2.9286,941.0000,0
960.10,6,0.0000,0,0,90.6346,9.3654,895.0000,0
960.10,7,0.0000,0,0,95.6429,4.3571,895.0000,0
960.10,8,98.5000,0,0,95.0000,5.0000,960.1000,0
960.10,9,0.0000,0,0,93.3314,6.6686,895.0000,0
961.10,0,0.0000,0,0,96.2625,3.7375,896.0000,0
961.10,1,37.0000,0,0,99.2181,0.7819,921.0000,0
961.10,2,0.0000,0,0,88.6991,11.3009,896.0000,0
961.10,3,80.5000,0,0,88.5062,11.4938,950.0000,0
961.10,4,0.0000,0,0,92.9794,7.0206,896.0000,0
961.10,5,68.5000,0,0,97.0714,2.9286,942.0000,0
961.10,6,0.0000,0,0,90.6346,9.3654,896.0000,0
961.10,7,0.0000,0,0,95.6429,4.3571,896.0000,0
961.10,8,98.5000,0,0,95.0000,5.0000,961.1000,0
961.10,9,0.0000,0,0,93.3314,6.6686,896.0000,0
962.10,0,0.0000,0,0,96.2625,3.7375,897.0000,0
962.10,1,37.0000,0,0,99.2181,0.7819,922.0000,0
962.10,2,0.0000,0,0,88.6991,11.3009,897.0000,0
962.10,3,80.5000,0,0,88.5062,11.4938,951.0000,0
962.10,4,0.0000,0,0,92.9794,7.0206,897.0000,0
962.10,5,68.5000,0,0,97.0714,2.9286,943.0000,0
962.10,6,0.0000,0,0,90.6346,9.3654,897.0000,0
962.10,7,0.0000,0,0,95.6429,4.3571,897.0000,0
962.10,8,98.5000,0,0,95.0000,5.0000,962.1000,0
962.10,9,0.0000,0,0,93.3314,6.6686,897.0000,0
963.10,0,0.0000,0,0,96.2625,3.7375,898.0000,0
963.10,1,37.0000,0,0,99.2181,0.7819,923.0000,0
963.10,2,0.0000,0,0,88.6991,11.3009,898.0000,0
963.10,3,80.5000,0,0,88.5062,11.4938,952.0000,0
963.10,4,0.0000,0,0,92.9794,7.0206,898.0000,0
963.10,5,68.5000,0,0,97.0714,2.9286,944.0000,0
963.10,6,0.0000,0,0,90.6346,9.3654,898.0000,0
963.10,7,0.0000,0,0,95.6429,4.3571,898.0000,0
963.10,8,98.5000,0,0,95.0000,5.0000,963.1000,0
963.10,9,0.0000,0,0,93.3314,6.6686,898.0000,0
964.10,0,0.0000,0,0,96.2625,3.7375,899.0000,0
964.10,1,37.0000,0,0,99.2181,0.7819,924.0000,0
964.10,2,0.0000,0,0,88.6991,11.3009,899.0000,0
964.10,3,80.5000,0,0,88.5062,11.4938,953.0000,0
964.10,4,0.0000,0,0,92.9794,7.0206,899.0000,0
964.10,5,68.5000,0,0,97.0714,2.9286,945.0000,0
964.10,6,0.0000,0,0,90.6346,9.3654,899.0000,0
964.10,7,0.0000,0,0,95.6429,4.3571,899.0000,0
964.10,8,98.5000,0,0,95.0000,5.0000,964.1000,0
964.10,9,0.0000,0,0,93.3314,6.6686,899.0000,0
965.10,0,0.0000,0,0,96.2625,3.7375,900.0000,0
965.10,1,37.0000,0,0,99.2181,0.7819,925.0000,0
965.10,2,0.0000,0,0,88.6991,11.3009,900.0000,0
965.10,3,80.5000,0,0,88.5062,11.4938,954.0000,0
965.10,4,0.0000,0,0,92.9794,7.0206,900.0000,0
965.10,5,68.5000,0,0,97.0714,2.9286,946.0000,0
965.10,6,0.0000,0,0,90.6346,9.3654,900.0000,0
965.10,7,0.0000,0,0,95.6429,4.3571,900.0000,0
965.10,8,98.5000,0,0,95.0000,5.0000,965.1000,0
965.10,9,0.0000,0,0,93.3314,6.6686,900.0000,0
966.10,0,0.0000,0,0,96.2625,3.7375,901.0000,0
966.10,1,37.0000,0,0,99.2181,0.7819,926.0000,0
966.10,2,0.0000,0,0,88.6991,11.3009,901.0000,0
966.10,3,80.5000,0,0,88.5062,11.4938,955.0000,0
966.10,4,0.0000,0,0,92.9794,7.0206,901.0000,0
966.10,5,68.5000,0,0,97.0714,2.9286,947.0000,0
966.10,6,0.0000,0,0,90.6346,9.3654,901.0000,0
966.10,7,0.0000,0,0,95.6429,4.3571,901.0000,0
966.10,8,98.5000,0,0,95.0000,5.0000,966.1000,0
966.10,9,0.0000,0,0,93.3314,6.6686,901.0000,0
967.10,0,0.0000,0,0,96.2625,3.7375,902.0000,0
967.10,1,37.0000,0,0,99.2181,0.7819,927.0000,0
967.10,2,0.0000,0,0,88.6991,11.3009,902.0000,0
967.10,3,80.5000,0,0,88.5062,11.4938,956.0000,0
967.10,4,0.0000,0,0,92.9794,7.0206,902.0000,0
967.10,5,68.5000,0,0,97.0714,2.9286,948.0000,0
967.10,6,0.0000,0,0,90.6346,9.3654,902.0000,0
967.10,7,0.0000,0,0,95.6429,4.3571,902.0000,0
967.10,8,98.5000,0,0,95.0000,5.0000,967.1000,0
967.10,9,0.0000,0,0,93.3314,6.6686,902.0000,0
968.10,0,0.0000,0,0,96.2625,3.7375,903.0000,0
968.10,1,37.0000,0,0,99.2181,0.7819,928.0000,0
968.10,2,0.0000,0,0,88.6991,11.3009,903.0000,0
968.10,3,80.5000,0,0,88.5062,11.4938,957.0000,0
968.10,4,0.0000,0,0,92.9794,7.0206,903.0000,0
968.10,5,68.5000,0,0,97.0714,2.9286,949.0000,0
968.10,6,0.0000,0,0,90.6346,9.3654,903.0000,0
968.10,7,0.0000,0,0,95.6429,4.3571,903.0000,0
968.10,8,98.5000,0,0,95.0000,5.0000,968.1000,0
968.10,9,0.0000,0,0,93.3314,6.6686,903.0000,0
969.10,0,0.0000,0,0,96.2625,3.7375,904.0000,0
969.10,1,37.0000,0,0,99.2181,0.7819,929.0000,0
969.10,2,0.0000,0,0,88.6991,11.3009,904.0000,0
969.10,3,80.5000,0,0,88.5062,11.4938,958.0000,0
969.10,4,0.0000,0,0,92.9794,7.0206,904.0000,0
969.10,5,68.5000,0,0,97.0714,2.9286,950.0000,0
969.10,6,0.0000,0,0,90.6346,9.3654,904.0000,0
969.10,7,0.0000,0,0,95.6429,4.3571,904.0000,0
969.10,8,98.5000,0,0,95.0000,5.0000,969.1000,0
969.10,9,0.0000,0,0,93.3314,6.6686,904.0000,0
970.10,0,0.0000,0,0,96.2625,3.7375,905.0000,0
970.10,1,37.0000,0,0,99.2181,0.7819,930.0000,0
970.10,2,0.0000,0,0,88.6991,11.3009,905.0000,0
970.10,3,80.5000,0,0,88.5062,11.4938,959.0000,0
970.10,4,0.0000,0,0,92.9794,7.0206,905.0000,0
970.10,5,68.5000,0,0,97.0714,2.9286,951.0000,0
970.10,6,0.0000,0,0,90.6346,9.3654,905.0000,0
970.10,7,0.0000,0,0,95.6429,4.3571,905.0000,0
970.10,8,98.5000,0,0,95.0000,5.0000,970.1000,0
970.10,9,0.0000,0,0,93.3314,6.6686,905.0000,0
971.10,0,0.0000,0,0,96.2625,3.7375,906.0000,0
971.10,1,37.0000,0,0,99.2181,0.7819,931.0000,0
971.10,2,0.0000,0,0,88.6991,11.3009,906.0000,0
971.10,3,80.5000,0,0,88.5062,11.4938,960.0000,0
971.10,4,0.0000,0,0,92.9794,7.0206,906.0000,0
971.10,5,68.5000,0,0,97.0714,2.9286,952.0000,0
971.10,6,0.0000,0,0,90.6346,9.3654,906.0000,0
971.10,7,0.0000,0,0,95.6429,4.3571,906.0000,0
971.10,8,98.5000,0,0,95.0000,5.0000,971.1000,0
971.10,9,0.0000,0,0,93.3314,6.6686,906.0000,0
972.10,0,0.0000,0,0,96.2625,3.7375,907.0000,0
972.10,1,37.0000,0,0,99.2181,0.7819,932.0000,0
972.10,2,0.0000,0,0,88.6991,11.3009,907.0000,0
972.10,3,80.5000,0,0,88.5062,11.4938,961.0000,0
972.10,4,0.0000,0,0,92.9794,7.0206,907.0000,0
972.10,5,68.5000,0,0,97.0714,2.9286,953.0000,0
972.10,6,0.0000,0,0,90.6346,9.3654,907.0000,0
972.10,7,0.0000,0,0,95.6429,4.3571,907.0000,0
972.10,8,98.5000,0,0,95.0000,5.0000,972.1000,0
972.10,9,0.0000,0,0,93.3314,6.6686,907.0000,0
973.10,0,0.0000,0,0,96.2625,3.7375,908.0000,0
973.10,1,37.0000,0,0,99.2181,0.7819,933.0000,0
973.10,2,0.0000,0,0,88.6991,11.3009,908.0000,0
973.10,3,80.5000,0,0,88.5062,11.4938,962.0000,0
973.10,4,0.0000,0,0,92.9794,7.0206,908.0000,0
973.10,5,68.5000,0,0,97.0714,2.9286,954.0000,0
973.10,6,0.0000,0,0,90.6346,9.3654,908.0000,0
973.10,7,0.0000,0,0,95.6429,4.3571,908.0000,0
973.10,8,98.5000,0,0,95.0000,5.0000,973.1000,0
973.10,9,0.0000,0,0,93.3314,6.6686,908.0000,0
974.10,0,0.0000,0,0,96.2625,3.7375,909.0000,0
974.10,1,37.0000,0,0,99.2181,0.7819,934.0000,0
974.10,2,0.0000,0,0,88.6991,11.3009,909.0000,0
974.10,3,80.5000,0,0,88.5062,11.4938,963.0000,0
974.10,4,0.0000,0,0,92.9794,7.0206,909.0000,0
974.10,5,68.5000,0,0,97.0714,2.9286,955.0000,0
974.10,6,0.0000,0,0,90.6346,9.3654,909.0000,0
974.10,7,0.0000,0,0,95.6429,4.3571,909.0000,0
974.10,8,98.5000,0,0,95.0000,5.0000,974.1000,0
974.10,9,0.0000,0,0,93.3314,6.6686,909.0000,0
975.10,0,0.0000,0,0,96.2625,3.7375,910.0000,0
975.10,1,37.0000,0,0,99.2181,0.7819,935.0000,0
975.10,2,0.0000,0,0,88.6991,11.3009,910.0000,0
975.10,3,80.5000,0,0,88.5062,11.4938,964.0000,0
975.10,4,0.0000,0,0,92.9794,7.0206,910.0000,0
975.10,5,68.5000,0,0,97.0714,2.9286,956.0000,0
975.10,6,0.0000,0,0,90.6346,9.3654,910.0000,0
975.10,7,0.0000,0,0,95.6429,4.3571,910.0000,0
975.10,8,98.5000,0,0,95.0000,5.0000,975.1000,0
975.10,9,0.0000,0,0,93.3314,6.6686,910.0000,0
976.10,0,0.0000,0,0,96.2625,3.7375,911.0000,0
976.10,1,37.0000,0,0,99.2181,0.7819,936.0000,0
976.10,2,0.0000,0,0,88.6991,11.3009,911.0000,0
976.10,3,80.5000,0,0,88.5062,11.4938,965.0000,0
976.10,4,0.0000,0,0,92.9794,7.0206,911.0000,0
976.10,5,68.5000,0,0,97.0714,2.9286,957.0000,0
976.10,6,0.0000,0,0,90.6346,9.3654,911.0000,0
976.10,7,0.0000,0,0,95.6429,4.3571,911.0000,0
976.10,8,98.5000,0,0,95.0000,5.0000,976.1000,0
976.10,9,0.0000,0,0,93.3314,6.6686,911.0000,0
977.10,0,0.0000,0,0,96.2625,3.7375,912.0000,0
977.10,1,37.0000,0,0,99.2181,0.7819,937.0000,0
977.10,2,0.0000,0,0,88.6991,11.3009,912.0000,0
977.10,3,80.5000,0,0,88.5062,11.4938,966.0000,0
977.10,4,0.0000,0,0,92.9794,7.0206,912.0000,0
977.10,5,68.5000,0,0,97.0714,2.9286,958.0000,0
977.10,6,0.0000,0,0,90.6346,9.3654,912.0000,0
977.10,7,0.0000,0,0,95.6429,4.3571,912.0000,0
977.10,8,98.5000,0,0,95.0000,5.0000,977.1000,0
977.10,9,0.0000,0,0,93.3314,6.6686,912.0000,0
978.10,0,0.0000,0,0,96.2625,3.7375,913.0000,0
978.10,1,37.0000,0,0,99.2181,0.7819,938.0000,0
978.10,2,0.0000,0,0,88.6991,11.3009,913.0000,0
978.10,3,80.5000,0,0,88.5062,11.4938,967.0000,0
978.10,4,0.0000,0,0,92.9794,7.0206,913.0000,0
978.10,5,68.5000,0,0,97.0714,2.9286,959.0000,0
978.10,6,0.0000,0,0,90.6346,9.3654,913.0000,0
978.10,7,0.0000,0,0,95.6429,4.3571,913.0000,0
978.10,8,98.5000,0,0,95.0000,5.0000,978.1000,0
978.10,9,0.0000,0,0,93.3314,6.6686,913.0000,0
979.10,0,0.0000,0,0,96.2625,3.7375,914.0000,0
979.10,1,37.0000,0,0,99.2181,0.7819,939.0000,0
979.10,2,0.0000,0,0,88.6991,11.3009,914.0000,0
979.10,3,80.5000,0,0,88.5062,11.4938,968.0000,0
979.10,4,0.0000,0,0,92.9794,7.0206,914.0000,0
979.10,5,68.5000,0,0,97.0714,2.9286,960.0000,0
979.10,6,0.0000,0,0,90.6346,9.3654,914.0000,0
979.10,7,0.0000,0,0,95.6429,4.3571,914.0000,0
979.10,8,98.5000,0,0,95.0000,5.0000,979.1000,0
979.10,9,0.0000,0,0,93.3314,6.6686,914.0000,0
980.10,0,0.0000,0,0,96.2625,3.7375,915.0000,0
980.10,1,37.0000,0,0,99.2181,0.7819,940.0000,0
